   0.000   6.500   0.000   0.000   0.000   0.000  19.500   0.000  24.700  27.300   0.000   0.000   0.000  37.700   0.000  42.900  45.500   0.000   0.000  53.300   0.000  58.500  61.100   0.000   0.000  68.900  71.500   0.000   0.000   0.000   0.000  84.500   0.000   0.000  92.300   0.000   0.000 100.100 102.700 105.300 107.900 110.500   0.000 115.700   0.000   0.000   0.000 126.100   0.000 131.300   0.000   0.000   0.000 141.700 144.300   0.000 149.500 152.100   0.000 157.300   0.000 162.500 165.100   0.000   0.000 172.900   0.000 178.100   0.000 183.300   0.000 188.500   0.000 193.700   0.000   0.000 201.500 204.100   0.000 209.300   0.000 214.500 217.100   0.000   0.000   0.000   0.000   0.000   0.000 235.300 237.900 240.500 243.100   0.000 248.300 250.900   0.000 256.100 258.700   0.000
   5.200   0.000  10.400   0.000  15.600   0.000  20.800   0.000  26.000   0.000   0.000  33.800   0.000  39.000   0.000   0.000  46.800  49.400   0.000   0.000   0.000  59.800  62.400  65.000   0.000  70.200   0.000  75.400  78.000  80.600   0.000   0.000  88.400  91.000  93.600  96.200  98.800   0.000   0.000   0.000   0.000 111.800 114.400 117.000   0.000 122.200   0.000 127.400   0.000   0.000 135.200   0.000   0.000   0.000   0.000 148.200 150.800   0.000 156.000 158.600 161.200 163.800 166.400 169.000   0.000 174.200   0.000 179.400 182.000 184.600   0.000 189.800   0.000   0.000   0.000 200.200 202.800 205.400 208.000   0.000   0.000   0.000 218.400 221.000 223.600   0.000   0.000   0.000 234.000 236.600 239.200   0.000   0.000   0.000   0.000 252.200   0.000   0.000   0.000 262.600
   0.000   0.000   0.000  14.300   0.000   0.000  22.100   0.000  27.300  29.900   0.000   0.000   0.000  40.300   0.000  45.500   0.000  50.700  53.300  55.900   0.000   0.000   0.000  66.300   0.000   0.000  74.100   0.000   0.000  81.900  84.500   0.000  89.700  92.300  94.900   0.000 100.100 102.700 105.300   0.000 110.500   0.000 115.700   0.000 120.900   0.000 126.100   0.000 131.300 133.900 136.500   0.000 141.700   0.000 146.900   0.000   0.000 154.700   0.000   0.000   0.000 165.100 167.700   0.000 172.900   0.000 178.100 180.700   0.000   0.000 188.500   0.000   0.000 196.300   0.000 201.500   0.000   0.000   0.000   0.000 214.500   0.000   0.000   0.000   0.000 227.500 230.100   0.000   0.000   0.000 240.500   0.000 245.700   0.000 250.900   0.000 256.100 258.700   0.000   0.000
   0.000   0.000  13.000  15.600   0.000   0.000  23.400  26.000  28.600  31.200  33.800   0.000   0.000  41.600  44.200   0.000   0.000   0.000  54.600  57.200   0.000  62.400   0.000  67.600   0.000  72.800  75.400  78.000  80.600  83.200   0.000  88.400   0.000  93.600  96.200   0.000 101.400 104.000 106.600 109.200   0.000 114.400   0.000 119.600   0.000 124.800 127.400   0.000   0.000   0.000 137.800 140.400 143.000 145.600   0.000 150.800   0.000 156.000   0.000   0.000 163.800 166.400 169.000   0.000   0.000 176.800   0.000   0.000   0.000   0.000   0.000   0.000 195.000   0.000   0.000 202.800   0.000   0.000 210.600   0.000   0.000   0.000 221.000 223.600   0.000   0.000   0.000   0.000 236.600   0.000 241.800 244.400 247.000   0.000 252.200 254.800   0.000 260.000 262.600   0.000
   0.000  11.700   0.000   0.000   0.000  22.100  24.700  27.300  29.900   0.000  35.100  37.700  40.300  42.900   0.000  48.100  50.700  53.300   0.000   0.000  61.100   0.000  66.300   0.000   0.000   0.000  76.700   0.000  81.900   0.000   0.000   0.000  92.300   0.000  97.500 100.100 102.700 105.300   0.000 110.500   0.000   0.000 118.300 120.900 123.500   0.000   0.000   0.000   0.000   0.000   0.000 141.700   0.000   0.000 149.500 152.100 154.700   0.000   0.000 162.500 165.100 167.700 170.300 172.900   0.000 178.100   0.000   0.000 185.900   0.000 191.100 193.700 196.300 198.900   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 222.300 224.900 227.500   0.000   0.000   0.000 237.900 240.500   0.000 245.700   0.000   0.000   0.000 256.100   0.000 261.300   0.000 266.500
  10.400   0.000   0.000   0.000   0.000  23.400   0.000  28.600  31.200   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000  54.600  57.200   0.000  62.400  65.000  67.600  70.200  72.800  75.400  78.000   0.000  83.200   0.000  88.400   0.000   0.000  96.200  98.800 101.400 104.000 106.600   0.000   0.000   0.000   0.000   0.000   0.000   0.000 127.400   0.000 132.600   0.000 137.800   0.000 143.000 145.600   0.000 150.800   0.000   0.000   0.000   0.000   0.000   0.000 169.000 171.600   0.000   0.000   0.000 182.000 184.600   0.000   0.000   0.000   0.000 197.600   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 228.800   0.000   0.000   0.000 239.200 241.800 244.400 247.000 249.600 252.200 254.800 257.400 260.000   0.000 265.200   0.000
   0.000  14.300   0.000   0.000   0.000   0.000   0.000  29.900  32.500  35.100   0.000  40.300  42.900   0.000   0.000   0.000   0.000  55.900   0.000  61.100  63.700  66.300   0.000  71.500  74.100  76.700   0.000   0.000   0.000  87.100  89.700  92.300  94.900  97.500 100.100   0.000 105.300 107.900   0.000 113.100 115.700 118.300   0.000   0.000 126.100 128.700   0.000   0.000 136.500   0.000 141.700   0.000   0.000 149.500   0.000   0.000 157.300   0.000   0.000 165.100 167.700   0.000 172.900   0.000   0.000 180.700 183.300 185.900 188.500   0.000 193.700   0.000   0.000   0.000   0.000 206.700 209.300 211.900   0.000 217.100   0.000   0.000 224.900   0.000 230.100   0.000   0.000   0.000 240.500   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 263.900 266.500   0.000
   0.000   0.000  18.200  20.800  23.400  26.000   0.000  31.200  33.800  36.400  39.000  41.600   0.000  46.800   0.000   0.000   0.000   0.000  59.800   0.000  65.000  67.600   0.000  72.800  75.400  78.000  80.600   0.000  85.800   0.000   0.000   0.000  96.200  98.800 101.400   0.000 106.600 109.200   0.000 114.400 117.000   0.000   0.000 124.800 127.400 130.000 132.600   0.000   0.000   0.000 143.000 145.600   0.000 150.800 153.400   0.000   0.000 161.200 163.800 166.400   0.000 171.600   0.000 176.800   0.000   0.000 184.600   0.000 189.800 192.400 195.000   0.000 200.200   0.000 205.400 208.000   0.000 213.200 215.800   0.000   0.000 223.600   0.000   0.000 231.400   0.000   0.000 239.200 241.800   0.000 247.000 249.600 252.200   0.000 257.400   0.000 262.600 265.200 267.800   0.000
  14.300   0.000   0.000  22.100   0.000   0.000   0.000  32.500  35.100  37.700  40.300  42.900  45.500   0.000  50.700  53.300  55.900  58.500  61.100  63.700   0.000  68.900   0.000   0.000  76.700  79.300  81.900  84.500  87.100   0.000  92.300  94.900  97.500   0.000   0.000 105.300   0.000   0.000 113.100   0.000 118.300 120.900   0.000   0.000   0.000   0.000 133.900 136.500 139.100   0.000   0.000 146.900   0.000   0.000 154.700   0.000   0.000   0.000 165.100   0.000   0.000   0.000   0.000   0.000   0.000   0.000 185.900   0.000 191.100 193.700 196.300   0.000   0.000   0.000   0.000   0.000 211.900   0.000   0.000   0.000 222.300 224.900 227.500 230.100   0.000   0.000 237.900   0.000   0.000 245.700   0.000 250.900 253.500   0.000 258.700 261.300 263.900 266.500   0.000   0.000
  15.600  18.200  20.800   0.000  26.000   0.000  31.200   0.000   0.000   0.000  41.600   0.000  46.800  49.400  52.000   0.000  57.200  59.800   0.000  65.000   0.000  70.200  72.800   0.000   0.000   0.000   0.000   0.000   0.000   0.000  93.600  96.200   0.000 101.400   0.000   0.000 109.200 111.800   0.000   0.000 119.600   0.000   0.000   0.000 130.000 132.600 135.200 137.800   0.000   0.000 145.600 148.200   0.000 153.400 156.000   0.000 161.200 163.800   0.000   0.000 171.600   0.000 176.800   0.000   0.000 184.600 187.200 189.800   0.000 195.000 197.600   0.000   0.000 205.400   0.000 210.600   0.000   0.000   0.000   0.000 223.600 226.200   0.000   0.000   0.000   0.000   0.000   0.000   0.000 247.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 267.800 270.400   0.000
